"inventory_id","film_id","title","total_rentals_duration_in_hours","percentual_occupation_ratio"
1789,388,"Gunfight Moon","626","26.05"
1396,305,"Fatal Haunted","626","26.05"
105,21,"American Circus","626","26.05"
315,70,"Bikini Borrowers","625","26.01"
239,54,"Banger Pinocchio","625","26.01"
4438,970,"Westward Seabiscuit","625","26.01"
910,202,"Daddy Pittsburgh","625","26.01"
1799,391,"Half Outfield","625","26.01"
2478,543,"Madigan Dorado","625","26.01"
1531,334,"Freddy Storm","625","26.01"
2439,532,"Loser Hustler","625","26.01"
2292,498,"Killer Innocent","624","25.97"
1823,396,"Hanging Deep","624","25.97"
1510,330,"Forrester Comancheros","624","25.97"
624,135,"Chance Resurrection","624","25.97"
212,48,"Backlash Undefeated","624","25.97"
1201,267,"Eagles Panky","623","25.93"
2058,447,"Ice Crossing","623","25.93"
4364,951,"Voyage Legally","623","25.93"
4283,932,"Valley Packer","623","25.93"
3621,790,"Shootist Superfly","623","25.93"
4534,989,"Working Microcosmos","622","25.88"
723,158,"Clones Pinocchio","622","25.88"
327,73,"Bingo Talented","622","25.88"
270,60,"Beast Hunchback","622","25.88"
3883,849,"Storm Happiness","622","25.88"
647,140,"Cheaper Clyde","622","25.88"
2552,559,"Married Go","622","25.88"
727,159,"Closer Bang","622","25.88"
1910,415,"High Encino","622","25.88"
2553,559,"Married Go","621","25.84"
2025,440,"Hunger Roof","621","25.84"
1116,247,"Downhill Enough","621","25.84"
3642,795,"Siege Madre","621","25.84"
2248,486,"Jet Neighbors","621","25.84"
331,73,"Bingo Talented","621","25.84"
3473,761,"Santa Paris","621","25.84"
194,43,"Atlantis Cause","621","25.84"
4376,956,"Wanda Chamber","620","25.80"
2353,512,"League Hellfighters","620","25.80"
2219,480,"Jeepers Wedding","620","25.80"
4087,891,"Timberland Sky","620","25.80"
2753,603,"Movie Shakespeare","620","25.80"
4486,980,"Wizard Coldblooded","619","25.76"
1288,285,"English Bulworth","619","25.76"
1953,426,"Home Pity","619","25.76"
2191,473,"Jacket Frisco","619","25.76"
1641,358,"Gilmore Boiled","619","25.76"
442,98,"Bright Encounters","619","25.76"
486,109,"Butterfly Chocolat","617","25.68"
1897,413,"Hedwig Alter","617","25.68"
2793,613,"Mystic Truman","617","25.68"
906,201,"Cyclone Family","617","25.68"
4103,893,"Titans Jerk","617","25.68"
2312,502,"Knock Warlock","617","25.68"
3447,755,"Sabrina Midnight","617","25.68"
2374,518,"Liaisons Sweet","616","25.63"
633,138,"Chariots Conspiracy","616","25.63"
1628,356,"Giant Troopers","616","25.63"
2469,540,"Lucky Flying","616","25.63"
3696,809,"Slipper Fidelity","615","25.59"
3652,797,"Silence Kane","615","25.59"
3418,748,"Rugrats Shakespeare","615","25.59"
4412,964,"Waterfront Deliverance","615","25.59"
3528,772,"Sea Virgin","614","25.55"
3260,717,"Rear Trading","614","25.55"
1928,418,"Hobbit Alien","613","25.51"
688,150,"Cider Desire","613","25.51"
2944,646,"Outbreak Divine","612","25.47"
989,220,"Deer Virginian","612","25.47"
3805,833,"Splendor Patton","612","25.47"
3379,741,"Roman Punk","612","25.47"
2611,572,"Metropolis Coma","612","25.47"
2750,603,"Movie Shakespeare","611","25.43"
715,156,"Clerks Angels","611","25.43"
4128,897,"Torque Bound","611","25.43"
4163,905,"Trainspotting Strangers","610","25.38"
3395,745,"Roses Treasure","610","25.38"
303,68,"Betrayed Rear","610","25.38"
3098,681,"Pirates Roxanne","610","25.38"
729,159,"Closer Bang","610","25.38"
3501,767,"Scalawag Duck","610","25.38"
2301,500,"Kiss Glory","609","25.34"
2685,589,"Modern Dorado","609","25.34"
3281,723,"Reign Gentlemen","609","25.34"
1590,349,"Gangs Pride","609","25.34"
1919,417,"Hills Neighbors","609","25.34"
3903,852,"Strangelove Desire","608","25.30"
491,109,"Butterfly Chocolat","607","25.26"
655,142,"Chicken Hellfighters","607","25.26"
1573,345,"Gables Metropolis","607","25.26"
120,24,"Analyze Hoosiers","607","25.26"
65,12,"Alaska Phantom","606","25.22"
1550,340,"Frontier Cabin","606","25.22"
2701,593,"Monterey Labyrinth","606","25.22"
323,72,"Bill Others","606","25.22"
2951,647,"Outfield Massacre","605","25.18"
1967,429,"Honey Ties","605","25.18"
4014,873,"Sweethearts Suspects","604","25.14"
1471,322,"Flatliners Killer","604","25.14"
2850,625,"None Spiking","604","25.14"
2401,524,"Lion Uncut","604","25.14"
1584,347,"Games Bowfinger","604","25.14"
4434,970,"Westward Seabiscuit","604","25.14"
1374,302,"Fantasia Park","603","25.09"
683,149,"Christmas Moonshine","603","25.09"
4307,938,"Velvet Terminator","603","25.09"
1227,272,"Edge Kissing","603","25.09"
2483,544,"Madison Trap","603","25.09"
987,220,"Deer Virginian","603","25.09"
697,152,"Circus Youth","603","25.09"
4201,914,"Trouble Date","602","25.05"
1102,245,"Double Wrath","602","25.05"
4356,949,"Volcano Texas","602","25.05"
3036,666,"Paycheck Wait","602","25.05"
818,178,"Connection Microcosmos","602","25.05"
210,47,"Baby Hall","602","25.05"
3578,783,"Shane Darkness","602","25.05"
672,147,"Chocolat Harry","602","25.05"
4388,958,"Wardrobe Phantom","602","25.05"
3071,676,"Philadelphia Wife","602","25.05"
1511,330,"Forrester Comancheros","601","25.01"
587,127,"Cat Coneheads","601","25.01"
517,114,"Camelot Vacation","601","25.01"
4176,908,"Trap Guys","601","25.01"
3289,724,"Remember Diary","601","25.01"
1291,285,"English Bulworth","601","25.01"
4502,982,"Women Dorado","601","25.01"
3344,735,"Robbers Joon","601","25.01"
924,205,"Dances None","600","24.97"
371,81,"Blindness Gun","600","24.97"
2479,543,"Madigan Dorado","600","24.97"
619,135,"Chance Resurrection","600","24.97"
78,16,"Alley Evolution","600","24.97"
2482,544,"Madison Trap","600","24.97"
2264,489,"Juggler Hardly","599","24.93"
3470,760,"Samurai Lion","599","24.93"
1380,303,"Fantasy Troopers","599","24.93"
1311,289,"Eve Resurrection","599","24.93"
3449,756,"Saddle Antitrust","599","24.93"
3644,796,"Sierra Divide","599","24.93"
4304,938,"Velvet Terminator","598","24.89"
2028,441,"Hunter Alter","598","24.89"
1413,309,"Feud Frogmen","598","24.89"
1383,303,"Fantasy Troopers","598","24.89"
3999,871,"Sweden Shining","598","24.89"
3288,724,"Remember Diary","597","24.84"
2745,602,"Mourning Purple","597","24.84"
3404,746,"Rouge Squad","597","24.84"
117,23,"Anaconda Confessions","597","24.84"
2274,491,"Jumping Wrath","597","24.84"
2371,517,"Lesson Cleopatra","597","24.84"
2507,551,"Maiden Home","596","24.80"
611,132,"Chainsaw Uptown","596","24.80"
280,63,"Bedazzled Married","595","24.76"
3548,776,"Secret Groundhog","595","24.76"
4384,958,"Wardrobe Phantom","595","24.76"
1449,317,"Fireball Philadelphia","594","24.72"
3572,782,"Shakespeare Saddle","594","24.72"
63,12,"Alaska Phantom","594","24.72"
1164,257,"Drumline Cyclone","594","24.72"
3087,678,"Pickup Driving","593","24.68"
1830,397,"Hanky October","593","24.68"
99,20,"Amelie Hellfighters","593","24.68"
2504,550,"Maguire Apache","593","24.68"
4427,968,"Werewolf Lola","593","24.68"
742,162,"Clueless Bucket","593","24.68"
4146,901,"Tracy Cider","593","24.68"
3003,658,"Paris Weekend","592","24.64"
617,134,"Champion Flatliners","592","24.64"
3860,845,"Stepmom Dream","592","24.64"
3744,819,"Song Hedwig","592","24.64"
2512,552,"Majestic Floats","592","24.64"
1304,288,"Escape Metropolis","591","24.59"
1474,322,"Flatliners Killer","591","24.59"
666,145,"Chisum Behavior","591","24.59"
1206,268,"Early Home","591","24.59"
59,11,"Alamo Videotape","591","24.59"
2320,504,"Kwai Homeward","590","24.55"
1343,296,"Express Lonely","590","24.55"
3376,741,"Roman Punk","590","24.55"
1054,234,"Disturbing Scarface","590","24.55"
3437,753,"Rush Goodfellas","590","24.55"
462,101,"Brotherhood Blanket","589","24.51"
736,161,"Clue Grail","589","24.51"
3745,819,"Song Hedwig","589","24.51"
284,64,"Beethoven Exorcist","589","24.51"
3461,759,"Salute Apollo","589","24.51"
229,51,"Balloon Homeward","588","24.47"
2871,629,"Notorious Reunion","588","24.47"
1203,267,"Eagles Panky","588","24.47"
2453,535,"Love Suicides","588","24.47"
3524,771,"Scorpion Apollo","587","24.43"
4231,920,"Unbreakable Karate","587","24.43"
2936,645,"Others Soup","587","24.43"
3161,694,"Prejudice Oleander","587","24.43"
3693,807,"Sleuth Orient","587","24.43"
126,25,"Angels Life","587","24.43"
2649,580,"Mine Titans","587","24.43"
2840,623,"Newton Labyrinth","587","24.43"
719,158,"Clones Pinocchio","586","24.39"
1553,341,"Frost Head","586","24.39"
1684,367,"Goldmine Tycoon","586","24.39"
2390,521,"Lies Treatment","586","24.39"
2079,450,"Idols Snatchers","585","24.34"
1069,239,"Dogma Family","585","24.34"
761,166,"Color Philadelphia","585","24.34"
4147,901,"Tracy Cider","584","24.30"
2697,592,"Monster Spartacus","584","24.30"
1265,280,"Empire Malkovich","584","24.30"
3491,764,"Saturday Lambs","584","24.30"
3558,777,"Secretary Rouge","584","24.30"
3810,834,"Spoilers Hellfighters","584","24.30"
4481,979,"Witches Panic","584","24.30"
263,58,"Beach Heartbreakers","584","24.30"
4396,961,"Wash Heavenly","584","24.30"
1167,258,"Drums Dynamite","583","24.26"
787,172,"Coneheads Smoochy","583","24.26"
3095,680,"Pinocchio Simon","583","24.26"
318,71,"Bilko Anonymous","583","24.26"
3399,745,"Roses Treasure","583","24.26"
2029,442,"Hunting Musketeers","583","24.26"
1941,422,"Hollow Jeopardy","583","24.26"
234,52,"Ballroom Mockingbird","582","24.22"
4278,931,"Valentine Vanishing","582","24.22"
1044,233,"Disciple Mother","582","24.22"
2968,650,"Pacific Amistad","582","24.22"
1469,321,"Flash Wars","582","24.22"
402,89,"Borrowers Bedazzled","581","24.18"
4021,875,"Talented Homicide","581","24.18"
1457,319,"Fish Opus","581","24.18"
1013,227,"Details Packer","581","24.18"
498,111,"Caddyshack Jedi","580","24.14"
2030,442,"Hunting Musketeers","580","24.14"
4522,987,"Words Hunter","580","24.14"
1306,288,"Escape Metropolis","580","24.14"
775,169,"Comforts Rush","580","24.14"
4337,945,"Virginian Pluto","580","24.14"
1567,344,"Fury Murder","580","24.14"
4203,914,"Trouble Date","579","24.09"
3184,698,"Princess Giant","579","24.09"
4122,896,"Tootsie Pilot","579","24.09"
2911,639,"Opposite Necklace","579","24.09"
1403,307,"Fellowship Autumn","579","24.09"
2082,451,"Igby Maker","579","24.09"
4038,879,"Telegraph Voyage","579","24.09"
4330,944,"Virgin Daisy","578","24.05"
2328,505,"Labyrinth League","578","24.05"
1686,367,"Goldmine Tycoon","578","24.05"
811,176,"Congeniality Quest","578","24.05"
3150,691,"Poseidon Forever","577","24.01"
3759,823,"South Wait","577","24.01"
1442,315,"Finding Anaconda","577","24.01"
215,48,"Backlash Undefeated","577","24.01"
495,110,"Cabin Flash","577","24.01"
2847,624,"Nightmare Chill","577","24.01"
3641,795,"Siege Madre","577","24.01"
630,137,"Charade Duffel","577","24.01"
4469,976,"Wind Phantom","577","24.01"
3413,748,"Rugrats Shakespeare","577","24.01"
1893,412,"Heavyweights Beast","577","24.01"
2551,559,"Married Go","576","23.97"
763,166,"Color Philadelphia","576","23.97"
995,222,"Desert Poseidon","576","23.97"
3232,709,"Racer Egg","576","23.97"
1890,412,"Heavyweights Beast","576","23.97"
4088,891,"Timberland Sky","576","23.97"
3764,823,"South Wait","575","23.93"
2214,479,"Jedi Beneath","575","23.93"
2877,631,"Novocaine Flight","575","23.93"
762,166,"Color Philadelphia","575","23.93"
2323,504,"Kwai Homeward","575","23.93"
390,86,"Boogie Amelie","575","23.93"
2653,581,"Minority Kiss","575","23.93"
2707,595,"Moon Bunch","575","23.93"
1654,361,"Gleaming Jawbreaker","575","23.93"
1261,280,"Empire Malkovich","574","23.89"
2345,510,"Lawless Vision","574","23.89"
3143,690,"Pond Seattle","574","23.89"
1213,269,"Earring Instinct","574","23.89"
4447,972,"Whisperer Giant","574","23.89"
2294,499,"King Evolution","574","23.89"
206,45,"Attraction Newton","573","23.85"
161,35,"Arachnophobia Rollercoaster","573","23.85"
4228,919,"Tycoon Gathering","573","23.85"
4009,873,"Sweethearts Suspects","573","23.85"
2645,580,"Mine Titans","573","23.85"
3089,679,"Pilot Hoosiers","573","23.85"
527,116,"Candidate Perdition","572","23.80"
3530,772,"Sea Virgin","572","23.80"
4281,932,"Valley Packer","572","23.80"
4107,893,"Titans Jerk","572","23.80"
3274,721,"Reds Pocus","572","23.80"
3997,870,"Swarm Gold","572","23.80"
2078,450,"Idols Snatchers","572","23.80"
3737,817,"Soldiers Evolution","572","23.80"
3304,727,"Resurrection Silverado","572","23.80"
1905,415,"High Encino","572","23.80"
2852,625,"None Spiking","572","23.80"
1053,234,"Disturbing Scarface","572","23.80"
3734,816,"Snowman Rollercoaster","571","23.76"
3576,782,"Shakespeare Saddle","571","23.76"
3986,869,"Suspects Quills","571","23.76"
3397,745,"Roses Treasure","571","23.76"
4318,941,"Videotape Arsenic","571","23.76"
71,15,"Alien Center","571","23.76"
1283,284,"Enemy Odds","571","23.76"
1864,406,"Haunting Pianist","571","23.76"
1544,338,"Frisco Forrest","571","23.76"
4177,908,"Trap Guys","571","23.76"
4125,897,"Torque Bound","570","23.72"
2010,437,"House Dynamite","570","23.72"
2866,628,"Northwest Polish","570","23.72"
3364,738,"Rocketeer Mother","570","23.72"
312,70,"Bikini Borrowers","570","23.72"
3179,697,"Primary Glass","570","23.72"
1760,382,"Grit Clockwork","569","23.68"
3322,730,"Ridgemont Submarine","569","23.68"
4099,892,"Titanic Boondock","569","23.68"
1856,403,"Harry Idaho","568","23.64"
4078,889,"Ties Hunger","568","23.64"
2362,514,"Lebowski Soldiers","568","23.64"
2415,527,"Lola Agent","568","23.64"
2432,531,"Lose Inch","568","23.64"
2279,493,"Kane Exorcist","567","23.60"
716,157,"Clockwork Paradise","567","23.60"
3174,697,"Primary Glass","567","23.60"
1453,319,"Fish Opus","567","23.60"
165,35,"Arachnophobia Rollercoaster","567","23.60"
4275,930,"Vacation Boondock","567","23.60"
1720,375,"Grail Frankenstein","567","23.60"
3497,766,"Savannah Town","567","23.60"
3713,812,"Smoking Barbarella","567","23.60"
3212,706,"Queen Luke","567","23.60"
1299,286,"Enough Raging","566","23.55"
4084,890,"Tights Dawn","566","23.55"
447,99,"Bringing Hysterical","566","23.55"
2114,458,"Indian Love","566","23.55"
3503,767,"Scalawag Duck","565","23.51"
2047,445,"Hyde Doctor","565","23.51"
3988,869,"Suspects Quills","565","23.51"
1352,298,"Eyes Driving","565","23.51"
3133,688,"Polish Brooklyn","564","23.47"
1859,406,"Haunting Pianist","564","23.47"
1758,382,"Grit Clockwork","564","23.47"
1218,270,"Earth Vision","564","23.47"
3115,684,"Pizza Jumanji","563","23.43"
2520,554,"Malkovich Pet","563","23.43"
2033,443,"Hurricane Affair","563","23.43"
3154,693,"Potter Connecticut","562","23.39"
3858,844,"Steers Armageddon","562","23.39"
4352,948,"Voice Peach","562","23.39"
1618,353,"Gentlemen Stage","562","23.39"
2026,440,"Hunger Roof","562","23.39"
3463,759,"Salute Apollo","561","23.35"
4437,970,"Westward Seabiscuit","560","23.30"
131,26,"Annie Identity","560","23.30"
694,152,"Circus Youth","560","23.30"
3262,718,"Rebel Airport","560","23.30"
2021,439,"Hunchback Impossible","560","23.30"
2942,646,"Outbreak Divine","560","23.30"
2637,578,"Million Ace","560","23.30"
443,98,"Bright Encounters","560","23.30"
4436,970,"Westward Seabiscuit","560","23.30"
4236,921,"Uncut Suicides","559","23.26"
2798,614,"Name Detective","559","23.26"
3841,841,"Star Operation","559","23.26"
766,167,"Coma Head","559","23.26"
2045,444,"Hustler Party","559","23.26"
535,117,"Candles Grapes","558","23.22"
2931,644,"Oscar Gold","558","23.22"
1676,366,"Goldfinger Sensibility","558","23.22"
1057,235,"Divide Monster","558","23.22"
3669,803,"Slacker Liaisons","558","23.22"
3989,869,"Suspects Quills","558","23.22"
469,103,"Bucket Brotherhood","558","23.22"
909,202,"Daddy Pittsburgh","558","23.22"
2428,530,"Lord Arizona","557","23.18"
2142,463,"Instinct Airport","557","23.18"
3390,744,"Roots Remember","557","23.18"
2792,613,"Mystic Truman","557","23.18"
2682,589,"Modern Dorado","557","23.18"
4012,873,"Sweethearts Suspects","557","23.18"
556,121,"Carol Texas","556","23.14"
1700,370,"Gorgeous Bingo","556","23.14"
1651,361,"Gleaming Jawbreaker","556","23.14"
3209,705,"Purple Movie","556","23.14"
147,31,"Apache Divine","556","23.14"
2081,451,"Igby Maker","556","23.14"
2569,563,"Massacre Usual","556","23.14"
1557,341,"Frost Head","556","23.14"
3798,832,"Splash Gump","555","23.10"
3360,738,"Rocketeer Mother","555","23.10"
1988,433,"Horn Working","555","23.10"
550,119,"Caper Motions","555","23.10"
2386,521,"Lies Treatment","555","23.10"
1546,339,"Frogmen Breaking","555","23.10"
1208,269,"Earring Instinct","555","23.10"
750,164,"Coast Rainbow","554","23.05"
2060,447,"Ice Crossing","554","23.05"
3182,698,"Princess Giant","554","23.05"
151,31,"Apache Divine","554","23.05"
470,103,"Bucket Brotherhood","554","23.05"
3385,743,"Room Roman","553","23.01"
2555,560,"Mars Roman","553","23.01"
2787,611,"Musketeers Wait","553","23.01"
2688,590,"Money Harold","553","23.01"
1914,416,"Highball Potter","553","23.01"
2511,552,"Majestic Floats","553","23.01"
2057,447,"Ice Crossing","553","23.01"
4544,992,"Wrath Mile","553","23.01"
2920,641,"Orange Grapes","553","23.01"
2617,574,"Midnight Westward","553","23.01"
2102,456,"Inch Jet","552","22.97"
1166,258,"Drums Dynamite","552","22.97"
2526,555,"Mallrats United","552","22.97"
1123,249,"Dracula Crystal","552","22.97"
4398,961,"Wash Heavenly","552","22.97"
2392,522,"Life Twisted","552","22.97"
2834,621,"Network Peak","552","22.97"
393,86,"Boogie Amelie","552","22.97"
2876,631,"Novocaine Flight","552","22.97"
3756,821,"Sorority Queen","552","22.97"
1382,303,"Fantasy Troopers","552","22.97"
4169,906,"Tramp Others","552","22.97"
3812,835,"Spy Mile","551","22.93"
2041,444,"Hustler Party","551","22.93"
3672,804,"Sleeping Suspects","551","22.93"
4008,873,"Sweethearts Suspects","551","22.93"
3416,748,"Rugrats Shakespeare","551","22.93"
2561,561,"Mask Peach","551","22.93"
826,181,"Contact Anonymous","551","22.93"
3784,828,"Spiking Element","551","22.93"
3518,771,"Scorpion Apollo","551","22.93"
705,154,"Clash Freddy","551","22.93"
1622,354,"Ghost Groundhog","550","22.89"
1562,342,"Fugitive Maguire","550","22.89"
3534,773,"Seabiscuit Punk","550","22.89"
3817,835,"Spy Mile","550","22.89"
1087,242,"Doom Dancing","550","22.89"
2179,471,"Island Exorcist","549","22.85"
596,130,"Celebrity Horn","549","22.85"
1690,369,"Goodfellas Salute","549","22.85"
3708,811,"Smile Earring","549","22.85"
